intervalid,location_id,street1,street2,street3,latitude,longitude,date,weekday,period_begin,period_end,interval_begin,ns,sn,ew,we,specialneeds,skate,child,count_method,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,city,createdatetime,total_count,female,cane,dog,on_street
14921.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,20,18,0,1,1.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 11:58:00,38,0.0,0.0,0.0,0.0
14922.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,21,18,3,2,1.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 11:58:00,39,0.0,0.0,0.0,0.0
14923.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,19,22,2,0,1.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 11:58:00,41,0.0,0.0,0.0,0.0
14924.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,18,32,0,1,1.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 11:58:00,50,0.0,0.0,0.0,0.0
14925.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,34,44,2,1,5.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 11:58:00,78,0.0,0.0,0.0,0.0
14928.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,7,10,0,0,0.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,17,0.0,0.0,0.0,0.0
14929.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,5,12,0,0,0.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,17,0.0,0.0,0.0,0.0
14930.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,5,9,0,2,1.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,14,0.0,0.0,0.0,0.0
14931.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,11,7,0,2,0.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,18,0.0,0.0,0.0,0.0
14932.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,16,17,1,0,3.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,33,0.0,0.0,0.0,0.0
14933.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,13,15,0,0,1.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,28,0.0,0.0,0.0,0.0
14926.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,4,7,0,0,0.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,11,0.0,0.0,0.0,0.0
14927.0,1476.0,Colorado,Oakland,Madison,34.1457326,-118.1388858,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,2,9,0,1,0.0,manual_in_house,no,none,none,bikeroute_sharrows;,majorArterial,25.0,cbd,123.0,Pasadena,2016-10-27 12:02:00,11,0.0,0.0,0.0,0.0
15046.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,1,3,0,0,0,1,1.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,4,0.0,0.0,0.0,0.0
15047.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,2,1,0,0,0,0,0.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,3,0.0,0.0,0.0,0.0
15048.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,1,0,0,0,0,1.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,1,0.0,0.0,0.0,0.0
15049.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,1,0,0,0,0,1.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,1,0.0,0.0,0.0,0.0
15050.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,2,4,0,0,1,0,2.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,6,0.0,0.0,0.0,0.0
15051.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,2,0,0,0,1,1.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,2,0.0,0.0,0.0,0.0
15052.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,1,8,0,0,0,0,5.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,9,0.0,0.0,0.0,0.0
15053.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,10-15-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,1,1,0,0,1,1,0.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:19:00,2,0.0,0.0,0.0,0.0
15054.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,8,4,8,8,8,2,8.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,28,0.0,0.0,0.0,0.0
15055.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,54,0,0,0,0,2,54.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,54,0.0,0.0,0.0,0.0
15056.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,79,5,0,0,0,0,80.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,84,0.0,0.0,0.0,0.0
15057.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,1,15,0,0,0,2,9.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,16,0.0,0.0,0.0,0.0
15058.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,8,18,0,0,0,1,11.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,26,0.0,0.0,0.0,0.0
15059.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,12,3,0,0,1,0,4.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,15,0.0,0.0,0.0,0.0
15060.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,4,3,0,0,2,1,2.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,7,0.0,0.0,0.0,0.0
15061.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,1,3,0,0,0,1,0.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:26:00,4,0.0,0.0,0.0,0.0
15062.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,1,2,0,0,1,0,0.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,3,0.0,0.0,0.0,0.0
15063.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,1,3,0,0,0,1,1.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,4,0.0,0.0,0.0,0.0
15064.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,5,10,0,0,1,0,6.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,15,0.0,0.0,0.0,0.0
15065.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,4,6,0,0,0,2,4.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,10,0.0,0.0,0.0,0.0
15066.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,6,3,0,0,0,1,6.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,9,0.0,0.0,0.0,0.0
15067.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,5,0,0,0,0,1.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,5,0.0,0.0,0.0,0.0
15068.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,4,0,0,0,0,1,1.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,4,0.0,0.0,0.0,0.0
15069.0,1487.0,D st,8th St,Peyton Rd,34.1052398,-117.7683413,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,1,2,0,0,0,1,2.0,manual_in_house,no,none,none,none,minorArterial,25.0,residential,126.0,La Verne,2016-11-22 13:34:00,3,0.0,0.0,0.0,0.0
15078.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,2,7,0,0,3.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,9,0.0,0.0,0.0,0.0
15079.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,2,0,0,1,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,2,0.0,0.0,0.0,0.0
15080.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,1,1,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,2,0.0,0.0,0.0,0.0
15081.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,8,1,0,2,2.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,9,0.0,0.0,0.0,0.0
15082.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,3,1,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,4,0.0,0.0,0.0,0.0
15083.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,3,4,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,7,0.0,0.0,0.0,0.0
15084.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,5,2,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,7,0.0,0.0,0.0,0.0
15085.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,2,0,0,0,1.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:54:00,2,0.0,0.0,0.0,0.0
15086.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,1,0,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,1,0.0,0.0,0.0,0.0
15087.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,1,4,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,5,0.0,0.0,0.0,0.0
15088.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,3,3,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,6,0.0,0.0,0.0,0.0
15089.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,1,2,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,3,0.0,0.0,0.0,0.0
15090.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,0,3,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,3,0.0,0.0,0.0,0.0
15091.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,0,0.0,0.0,0.0,0.0
15092.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,6,5,1,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,11,0.0,0.0,0.0,0.0
15093.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,11-01-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,6,9,1,1,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 14:03:00,15,0.0,0.0,0.0,0.0
15070.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,6,4,1,0,2.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,10,0.0,0.0,0.0,0.0
15071.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,9,15,0,0,0.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,24,0.0,0.0,0.0,0.0
15072.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,11,8,2,0,3.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,19,0.0,0.0,0.0,0.0
15073.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,7,15,0,0,6.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,22,0.0,0.0,0.0,0.0
15074.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,9,12,0,1,3.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,21,0.0,0.0,0.0,0.0
15075.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,17,13,1,1,4.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,30,0.0,0.0,0.0,0.0
15076.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,6,15,0,0,2.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,21,0.0,0.0,0.0,0.0
15077.0,1488.0,Bonita,D st,E st,34.1014243,-117.7696663,10-15-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,17,4,1,0,4.0,manual_in_house,no,none,none,none,principalArterial,30.0,residentialCommercial,126.0,La Verne,2016-11-22 13:47:00,21,0.0,0.0,0.0,0.0
15859.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,1,6,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,7,0.0,0.0,0.0,0.0
15860.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,1,3,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,4,0.0,0.0,0.0,0.0
15861.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,4,7,1,0,1.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,11,0.0,0.0,0.0,0.0
15862.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,6,2,0,1,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,8,0.0,0.0,0.0,0.0
15863.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,6,4,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,10,0.0,0.0,0.0,0.0
15864.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,6,9,1,0,1.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,15,0.0,0.0,0.0,0.0
15865.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,2,6,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,8,0.0,0.0,0.0,0.0
15866.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-11-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,5,9,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:38:00,14,0.0,0.0,0.0,0.0
15867.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,4:00 PM,0,0,6,2,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,8,0.0,0.0,0.0,0.0
15868.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,4:15 PM,0,0,4,2,1,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,6,0.0,0.0,0.0,0.0
15869.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,3,3,1,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,6,0.0,0.0,0.0,0.0
15870.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,5,4,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,9,0.0,0.0,0.0,0.0
15871.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,5,3,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,8,0.0,0.0,0.0,0.0
15872.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,4,4,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,8,0.0,0.0,0.0,0.0
15873.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,0,6,0,1,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,6,0.0,0.0,0.0,0.0
15874.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,10-13-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,6,2,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:44:00,8,0.0,0.0,0.0,0.0
15851.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,11:00 AM,0,0,6,5,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,11,0.0,0.0,0.0,0.0
15852.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,11:15 AM,0,0,2,1,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,3,0.0,0.0,0.0,0.0
15853.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,11:30 AM,0,0,3,2,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,5,0.0,0.0,0.0,0.0
15854.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,11:45 AM,0,0,3,4,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,7,0.0,0.0,0.0,0.0
15855.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,12:00 PM,0,0,4,3,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,7,0.0,0.0,0.0,0.0
15856.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,12:15 PM,0,0,6,5,1,0,2.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,11,0.0,0.0,0.0,0.0
15857.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,12:30 PM,0,0,6,2,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,8,0.0,0.0,0.0,0.0
15858.0,1489.0,Union St,Oak Knoll Ave,Hudson Ave,34.14773710000001,-118.1345701,12-08-2016,Thursday,11:00 AM,1:00 PM,12:45 PM,0,0,3,3,0,0,0.0,manual_in_house,no,none,none,none,majorCollector,30.0,residentialCommercial,123.0,Pasadena,2016-12-06 14:34:00,6,0.0,0.0,0.0,0.0
